ulasan,cleansing
"Mau mendaftar pertama kali,nmer kok bisa sama dng orang lain..aneh banget Gmna mana mau login,klau nmer bisa sma. wah nmer sya buat penipuan ni",Mau mendaftar pertama kali nmer kok bisa sama dng orang lain  aneh banget Gmna mana mau login klau nmer bisa sma  wah nmer sya buat penipuan ni
Splater tolong dong dibenerin Jadi rugi nih saya mau bayar ga bisa terus sampe kelewat dan akhirnya kena denda Gara gara gangguan ga bisa bayar Kode pembayaran ga muncul tetus lewat tfga bisa indomart ga bisa,Splater tolong dong dibenerin Jadi rugi nih saya mau bayar ga bisa terus sampe kelewat dan akhirnya kena denda Gara gara gangguan ga bisa bayar Kode pembayaran ga muncul tetus lewat tfga bisa indomart ga bisa
"Untuk Pengembalian Dana Ke Rekening Pemilik Terlalu Ribet Harus KTP alamat dan lain.a , setelah KTP terfertivikasi harus daftar.in no rekening bank dulu dan nunggu lagi d vertifikasi. walau emang untuk keamanan tapi kesannya malah sangat menyusahkan pengguna..!!!",Untuk Pengembalian Dana Ke Rekening Pemilik Terlalu Ribet Harus KTP alamat dan lain setelah KTP terfertivikasi harus daftar in no rekening bank dulu dan nunggu lagi vertifikasi  walau emang untuk keamanan tapi kesannya malah sangat menyusahkan pengguna
Ongkirnya udah mahal dikalimantan kemarin masih murah sekarang udah 84 ribu mending beli ditempat lain kalau mahal Ongki nya begini🌝😏 mana ngga ada pilihan pengiriman nya lagi,Ongkirnya udah mahal dikalimantan kemarin masih murah sekarang udah ribu mending beli ditempat lain kalau mahal Ongki nya begini mana ngga ada pilihan pengiriman nya lagi
"Ini aplikasi gimana sih gk bertanggung jawab banget,kemarin"" aman"" aja sekarang kok udh kacau, pesanan saya udah dari seminggu yg lalu tapi tidak sampai"",dari luar negeri tapi udh sampai Jakarta tapi sampai sekarang di situ"" aja,saya chat penjualnya tapi tidak mau tanggung jawab, padahal saya sudah bayar,saya ini penjual kalo gini caranya saya rugi dong,tolong dong responnya:(",Ini aplikasi gimana sih gk bertanggung jawab banget kemarin  aman  aja sekarang kok udh kacau  pesanan saya udah dari seminggu yg lalu tapi tidak sampai  dari luar negeri tapi udh sampai Jakarta tapi sampai sekarang di situ  aja saya chat penjualnya tapi tidak mau tanggung jawab  padahal saya sudah bayar saya ini penjual kalo gini caranya saya rugi dong tolong dong responnya
"Shopee makin pelit ga kayak dulu, makin males belanja2 di shopee, gada event menarik, balikin shopee kyk dulu pls omg. Antusias banget pas ada 2.2 eh ternyata cashbacknya dikiiiiittt banget, parah sih shopee, shopee ngerombak2 apk mulu deh, mending benerin kinerjanya!",Shopee makin pelit ga kayak dulu  makin males belanja  di shopee  gada event menarik  balikin shopee kyk dulu pls omg  Antusias banget pas ada eh ternyata cashbacknya dikit banget  parah sih shopee  shopee ngerombak  apk mulu deh  mending benerin kinerjanya
Saya pesan token listrik sudah bayar masa harus nunggu 4jam buat konfirmasi pesnaan. Yang jelas ganggu sekali keadaan mendesak.,Saya pesan token listrik sudah bayar masa harus nunggu  jam buat konfirmasi pesnaan  Yang jelas ganggu sekali keadaan mendesak
Team shopee ga bisa nanganin maslah OTP.yang akhirnya duit penjualanan di tahan berhari.karena ga bisa daftar rekening terkait masalah OTP. Mohon perhatiannya team pengembang shopee.... Jangan sampai UMKM runtuh karena shopee,Team shopee ga bisa nanganin maslah OTP yang akhirnya duit penjualanan di tahan berhari karena ga bisa daftar rekening terkait masalah OTP  Mohon perhatiannya team pengembang shopee Jangan sampai UMKM runtuh karena shopee
"Bertahun-tahun pake shopee sekarang males mending pindah ke lapak lain, sekarang tidak bisa milih jasa kirim, mengecewakan",Bertahun tahun pake shopee sekarang males mending pindah ke lapak lain  sekarang tidak bisa milih jasa kirim  mengecewakan
"aplikasinya mudah di hack flassale nya hilang trus pindah pindah, karena ada yang pake bot. mudah banget di hack aplikasinya",aplikasinya mudah di hack flassale nya hilang trus pindah pindah  karena ada yang pake bot  mudah banget di hack aplikasinya
Dulu pernah pasangan aplikasi ini dan sekarang saya coba lagi masih sama aja ribet nya mau memesan barang masang alamat konfirmasi nya eror 💩🥵,Dulu pernah pasangan aplikasi ini dan sekarang saya coba lagi masih sama aja ribet nya mau memesan barang masang alamat konfirmasi nya eror 
"Aplikasi ini baru awal lounching... Bgus... Bangets, hari berjalan aplikasi banyak pembaruan, dan sampah yg masuk... Tolong shoppe di perbaiki sistem aplikasinya, juga perbaiki ongkir yg sekarang makin mahal, menyulitkan pembeli dalam memilih brang tuk di beli Berat ongkir...",Aplikasi ini baru awal lounching Bgus Bangets  hari berjalan aplikasi banyak pembaruan  dan sampah yg masuk Tolong shoppe di perbaiki sistem aplikasinya  juga perbaiki ongkir yg sekarang makin mahal  menyulitkan pembeli dalam memilih brang tuk di beli Berat ongkir
Ongkirnya jadi mahal karena gak bisa pilih jasa kirim . Buat kalian yang mau download apk ini mending pikir pikir dulu . Karena ongkirnya mahal ditambah lagi gak bisa pilih jasa kirim . Ongkirnya jadi 2 kali lipat dari biasanya,Ongkirnya jadi mahal karena gak bisa pilih jasa kirim Buat kalian yang mau download apk ini mending pikir pikir dulu Karena ongkirnya mahal ditambah lagi gak bisa pilih jasa kirim Ongkirnya jadi kali lipat dari biasanya
"Jadi males cod ada biaya penanganan.. ongkir di Jabodetabek, Mahal juga ..yang lain aja cuma 5000~6000",Jadi males cod ada biaya penanganan ongkir di Jabodetabek  Mahal juga yang lain aja cuma
"Kebijakan Baru shopee membuat pembeli gk bisa memilih jasa kirim, malah ditentukan shopee!! #UNINSTALSHOPEE",Kebijakan Baru shopee membuat pembeli gk bisa memilih jasa kirim  malah ditentukan shopee
"Suka error apalagi pas main di shopee gamenya,pdhl kuota full,tolong diperbaiki lagi biar nyaman main gamenya.",Suka error apalagi pas main di shopee gamenya pdhl kuota full tolong diperbaiki lagi biar nyaman main gamenya
Ga jelas banget voucher freong kaga bisa dpake mendadak. Perbaiki lagi kualitasnya Koneksinya juga super lemot banget kalo lagi ada event kayak gitu yang maksimalin doang akses pelanggan. Susah banget mau checkout juga. Gimana sih ini marketplace besar juga tapi buruk banget aksesnya,Ga jelas banget voucher freong kaga bisa dpake mendadak  Perbaiki lagi kualitasnya Koneksinya juga super lemot banget kalo lagi ada event kayak gitu yang maksimalin doang akses pelanggan  Susah banget mau checkout juga  Gimana sih ini marketplace besar juga tapi buruk banget aksesnya
"Agak kecewa dengan apk shopee yg sekarang. Dulu pernah download tapi terus hp ke restart. Terus pas download lagi apknya malah gak bisa login. Padahal udah di update, daftar pake akun baru pun gak mau. Tolong ini gimana pihak shopee. Lama-lama kalo gak bisa login juga uninstal sepenuhnya dari hp saya. *Penilaian : SANGAT KECEWA!!!!*",Agak kecewa dengan apk shopee yg sekarang  Dulu pernah download tapi terus hp ke restart  Terus pas download lagi apknya malah gak bisa login  Padahal udah di update  daftar pake akun baru pun gak mau  Tolong ini gimana pihak shopee  Lama lama kalo gak bisa login juga uninstal sepenuhnya dari hp saya  *Penilaian SANGAT KECEWA *
"Sangat burukkk.. Mau tambah lokasi aja susah nya minta ampun. Pdhl jelas"" Pin lokasi sudah benar.",Sangat buruk Mau tambah lokasi aja susah nya minta ampun  Pdhl jelas  Pin lokasi sudah benar
"Jambore apaan, appsnya ngelag ga bisa di buka, payah. Kalo yg pengiriman lama jangan di ikut sertakan.",Jambore apaan  appsnya ngelag ga bisa di buka  payah  Kalo yg pengiriman lama jangan di ikut sertakan
"Kecewa berat, makin hari makin ribet dah, sehari cuma 2x pake vocer, ni tambah lagi g bisa pake freeong hadeh parah2",Kecewa berat  makin hari makin ribet dah  sehari cuma pake vocer  ni tambah lagi bisa pake freeong hadeh parah
Shopee sekarang eneh masa muncul logo cod nya hanya produk ke 1 terus udah daftar gratis ongkir extra 2 minggu tiap hari chat ke shopee jawaban nya gitu2 aja mau jualan banyak banget habatannya tolong diperbaikiii,Shopee sekarang eneh masa muncul logo cod nya hanya produk ke terus udah daftar gratis ongkir extra minggu tiap hari chat ke shopee jawaban nya gitu  aja mau jualan banyak banget habatannya tolong diperbaiki
"makin payah aja , org d sini gak pernah telat bayar tp kok limit jd gak bisa d pake ngapain kasih limit gede klo gak bisa d pake",makin payah aja org sini gak pernah telat bayar tp kok limit jd gak bisa pake ngapain kasih limit gede klo gak bisa pake
Nyesel download aplikasi ini. Dari kemarin log in gak bisa bisa. Nunggu kode OTP gak muncul muncul... Nyesel bgt nyesel bgt. Di perbaiki dong aplikasi nya biar simple dan mudah... Buang waktu dan kouta aja... Contoh dong aplikasi Tokopedia dan LAZADA. Gak pake ribet kalo mau log in dan daftar...,Nyesel download aplikasi ini  Dari kemarin log in gak bisa bisa  Nunggu kode OTP gak muncul muncul Nyesel bgt nyesel bgt  Di perbaiki dong aplikasi nya biar simple dan mudah Buang waktu dan kouta aja Contoh dong aplikasi Tokopedia dan LAZADA  Gak pake ribet kalo mau log in dan daftar
Kenapa saldo shopepay saya tidak bisa di gunakan padahal saldonya sudah mencukupi.. bagaimana ini dari pihak shopee tolong konfirmasinya,Kenapa saldo shopepay saya tidak bisa di gunakan padahal saldonya sudah mencukupi bagaimana ini dari pihak shopee tolong konfirmasinya
"Aku saranin bagi para pengguna yg menggunakan aplikasi jgn mau download shoppe buktinya sy pengguna baru mengalami kendala masukin alamat doang, gmn mau belanja.... Iklannya aj bagus tp aplikasinya jelek banget.... Tim CS shoppe ga usa bales dgn alasan clear cache dululah, signal hrus stabil lah,,, balasan anda tuh dr mesin sy tau,,, jadi BASIHLAH MENDING DI HAPUS AJ APLIKASI INI, MENDING DI BLIBLI PROMONYA SEDIKT TP PALING GA TERPERCAYA DAN MEMUDAHKAN ORG BERBELANJA",Aku saranin bagi para pengguna yg menggunakan aplikasi jgn mau download shoppe buktinya sy pengguna baru mengalami kendala masukin alamat doang  gmn mau belanja Iklannya aj bagus tp aplikasinya jelek banget Tim CS shoppe ga usa bales dgn alasan clear cache dululah  signal hrus stabil lah balasan anda tuh dr mesin sy tau jadi BASIHLAH MENDING DI HAPUS AJ APLIKASI INI  MENDING DI BLIBLI PROMONYA SEDIKT TP PALING GA TERPERCAYA DAN MEMUDAHKAN ORG BERBELANJA
Hallo ka shope kak ini saya mau bikin toko ko untuk ongkir nya tidak bisa sih ka jadi saya ngga bisa buat toko di shoppe tolong gmn ya ini?,Hallo ka shope kak ini saya mau bikin toko ko untuk ongkir nya tidak bisa sih ka jadi saya ngga bisa buat toko di shoppe tolong gmn ya ini
"Shope kenapa ini saya login gabisa bisa mau bayar utang harus vervikasi nomer mulu padahal kata sandi dan alamat akun nya ga lupaa tolong admin udah di updet tetep ajah gabisa , bisa nya kita harus verivikasi nomer dulu tolong admin",Shope kenapa ini saya login gabisa bisa mau bayar utang harus vervikasi nomer mulu padahal kata sandi dan alamat akun nya ga lupaa tolong admin udah di updet tetep ajah gabisa bisa nya kita harus verivikasi nomer dulu tolong admin
Asli parah shopee express Lelet Lambat..jasa pengiriman lain sudah sampai paketnya..ini shopee express Masih stagnan pas diLacak..!!!!🤬🤬🤬,Asli parah shopee express Lelet Lambat  jasa pengiriman lain sudah sampai paketnya  ini shopee express Masih stagnan pas diLacak 
"Udh coba beberapa produk kenapa jadi gak bisa pakai JNT,, padahal kemarin"" bisa,, maaf bintangnya saya turunin,",Udh coba beberapa produk kenapa jadi gak bisa pakai JNT padahal kemarin  bisa maaf bintangnya saya turunin
Shopee makin lama makin aneh dulu pengguna baru bisa pakai voucher gratis ongkir selama sebulan tapi sekarang cuman satu kali doang😒😒😒,Shopee makin lama makin aneh dulu pengguna baru bisa pakai voucher gratis ongkir selama sebulan tapi sekarang cuman satu kali doang
Balikin lagi dong opsi pilihan pengirimannya. Gak enak banget gak bisa pilih ongkir yg murah!!!!! Harus pake yg direcomendasiin shopee. Mana ID EXPRESS JARANG DI RECOMENDED IN. DUUH!!!!!,Balikin lagi dong opsi pilihan pengirimannya  Gak enak banget gak bisa pilih ongkir yg murah Harus pake yg direcomendasiin shopee  Mana ID EXPRESS JARANG DI RECOMENDED IN  DUUH
"Gmna lah saya kan mau belanja shoope menggunakan vocer 0 tapi gabisa, padahal saya sudah menggunakan nomor handphone baru tapi tetep gabisa gmna nih kak! Masa iyaa nomor handphone nya baru harus menggunakan handphone yg belum terdaftar shoope jugaa(hp baru) tolong penjelasanya kak🙏",Gmna lah saya kan mau belanja shoope menggunakan vocer tapi gabisa  padahal saya sudah menggunakan nomor handphone baru tapi tetep gabisa gmna nih kak  Masa iyaa nomor handphone nya baru harus menggunakan handphone yg belum terdaftar shoope jugaa hp baru  tolong penjelasanya kak
Aplikasi bagis TAPI INGAT HATI HATI belanja di alpikasi ini udah ada opnum yang yang mengatasnamakan shoopy untuk menipu .....semoga shoopy meningkatkan keamananya...biar korban ngak semakin banyak....,Aplikasi bagis TAPI INGAT HATI HATI belanja di alpikasi ini udah ada opnum yang yang mengatasnamakan shoopy untuk menipu semoga shoopy meningkatkan keamananya biar korban ngak semakin banyak
"Awalnya bagus banget ya sampe tahun lalu saya kasih bintang 5. Tapi pas muncul ""shopee emas"" tertarik bgt nih saya nabung yg mudah kan, akhirnya mulai nyoba beli emas. Selama 2 minggu berturut2 beli disuruh nunggu lama smpe proses beli selesai eh malah gagal terus saldo dibalikin. Kalo masih trial mendingan jangan di launching dong. Masa jawaban cs lagi perbaikan mulu. Pihak IT selama itukah 2 minggu perbaikan? Kalian perbaikan atau bikin ulang sistem? Hadeh",Awalnya bagus banget ya sampe tahun lalu saya kasih bintang Tapi pas muncul  shopee emas  tertarik bgt nih saya nabung yg mudah kan  akhirnya mulai nyoba beli emas  Selama minggu berturut  beli disuruh nunggu lama smpe proses beli selesai eh malah gagal terus saldo dibalikin  Kalo masih trial mendingan jangan di launching dong  Masa jawaban cs lagi perbaikan mulu  Pihak IT selama itukah minggu perbaikan  Kalian perbaikan atau bikin ulang sistem  Hadeh
apk ini bagus rekomented banget tapi untuk ongkir aja perasaan yg paling mahal di banding apk yg lain.terima kasih tolong di tingkat kan lagi yah,apk ini bagus rekomented banget tapi untuk ongkir aja perasaan yg paling mahal di banding apk yg lain terima kasih tolong di tingkat kan lagi yah
"Ini kenapa kok opsi pilih jasa pengirimannya disesuaikan sm shopee sendiri, saya udh sering belanja di shopee sekarang malah jadi males",Ini kenapa kok opsi pilih jasa pengirimannya disesuaikan sm shopee sendiri  saya udh sering belanja di shopee sekarang malah jadi males
"Tolong di perbaiki , lemot,gambar lama tampil nya, pengiriman shopee expes juga lama, bisa 4/5 hari",Tolong di perbaiki lemot gambar lama tampil nya  pengiriman shopee expes juga lama  bisa hari
Tolong dong sistem voucher gratis ongkir shopee pay di ubah.misalnya sy belanja 70rb dan saya menggunakan voucher gratis ongkir min belanja 50rb dengan metode pembayaran shopee pay.masak saya punya shopee pay 80rb tapi ongkir tetap kena karena metode pembayaran nya gk bisa milih shopee pay karena 70+40(ongkir) lebih dari shopee pay yg saya punya.masaksaya harus beli shopee pay 110rb baru bisa milih metode pembayaran shopee pay.Jadi tolong pembayaran shopee pay bisa di pilih walau nominal kurang,Tolong dong sistem voucher gratis ongkir shopee pay di ubah misalnya sy belanja  rb dan saya menggunakan voucher gratis ongkir min belanja  rb dengan metode pembayaran shopee pay masak saya punya shopee pay  rb tapi ongkir tetap kena karena metode pembayaran nya gk bisa milih shopee pay karena ongkir  lebih dari shopee pay yg saya punya masaksaya harus beli shopee pay  rb baru bisa milih metode pembayaran shopee pay Jadi tolong pembayaran shopee pay bisa di pilih walau nominal kurang
"What thee, Biasanya aman² aja lo belanja karena bisa pilih pengiriman , taulah kan harus pilih² pengiriman biar murah apalagi diaceh hemm, tah cemana² makinan shopee ni, dah ajalah pasti kalo pengiriman dikurangin gini bakalan menurun ni pasti peminat shopee",What thee  Biasanya aman aja lo belanja karena bisa pilih pengiriman taulah kan harus pilih pengiriman biar murah apalagi diaceh hemm  tah cemana makinan shopee ni  dah ajalah pasti kalo pengiriman dikurangin gini bakalan menurun ni pasti peminat shopee
Voucher Gratis ongkir JAMBORE min Rp GAK BISA DIPAKAI !!!!!!!!! Padahal belum jam 13.00,Voucher Gratis ongkir JAMBORE min Rp GAK BISA DIPAKAI Padahal belum jam
